,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2261,Ford Racing,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86
2262,Transformers: Fall of Cybertron,Action,Activision,0.48000000000000004,0.28,0.0,0.11000000000000001,0.86
2263,Worms: Open Warfare,Strategy,THQ,0.16,0.45999999999999996,0.0,0.25,0.86
2264,Mobile Suit Gundam,Action,Namco Bandai Games,0.0,0.0,0.83,0.03,0.86
2265,SRS: Street Racing Syndicate,Racing,Namco Bandai Games,0.51,0.27999999999999997,0.0,0.08,0.86
2266,Monster Strike 3DS,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86
2267,Madden Football 64,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86
2268,Dynasty Warriors 4: Xtreme Legends,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86
2269,MLB 99,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
2270,Mat Hoffman's Pro BMX 2,Sports,Activision,0.52,0.27,0.0,0.06999999999999999,0.86
2271,Silent Hill: Homecoming,Action,Konami Digital Entertainment,0.43,0.31,0.0,0.1,0.8500000000000001
2272,SimAnimals,Simulation,Electronic Arts,0.41000000000000003,0.35,0.0,0.09,0.8500000000000001
2273,Purr Pals,Simulation,THQ,0.45,0.36,0.0,0.04,0.8500000000000001
2274,MX 2002 Featuring Ricky Carmichael,Racing,THQ,0.48000000000000004,0.27999999999999997,0.0,0.07,0.8500000000000001
2275,Test Drive Unlimited,Racing,Atari,0.31000000000000005,0.34,0.02,0.18,0.85
2276,Street Fighter EX3,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85
2277,Karaoke Revolution Glee,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85
2278,Football Manager 2014,Sports,Sega,0.0,0.7,0.0,0.14,0.85
2279,Madden NFL 09 All-Play,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85
2280,NFL GameDay,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
2281,Castlevania III: Dracula's Curse,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85
2282,MySims SkyHeroes,Action,Electronic Arts,0.57,0.2,0.0,0.08,0.85
2283,Army Men: Air Attack,Action,3DO,0.47,0.32,0.0,0.06,0.85
2284,Kirby: Planet Robobot,Action,Nintendo,0.26,0.1,0.44,0.04,0.85
2285,Looney Tunes: Back in Action,Platform,Warner Bros. Interactive Entertainment,0.51,0.27,0.0,0.06,0.85
2286,F1 2014,Racing,Codemasters,0.15000000000000002,0.55,0.02,0.11,0.85
2287,Wreckless: ThE YaKuza MisSiOns,Racing,Activision,0.57,0.2,0.02,0.05,0.85
2288,Naughty Bear,Action,505 Games,0.39,0.33999999999999997,0.0,0.11000000000000001,0.85
2289,Viking: Battle for Asgard,Action,Sega,0.30000000000000004,0.42,0.0,0.12000000000000001,0.8400000000000001
2290,Boxing,Fighting,Activision,0.76,0.07,0.0,0.01,0.8400000000000001
2291,Harvest Moon: Tree of Tranquility,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2292,Spelling Challenges and more!,Misc,505 Games,0.78,0.0,0.0,0.06,0.84
2293,Time Crisis 4,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
2294,Golden Sun: Dark Dawn,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84
2295,MLB 13: The Show,Sports,Sony Computer Entertainment,0.77,0.0,0.0,0.07,0.84
2296,Rogue Galaxy,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84
2297,Casper,Adventure,Interplay,0.47000000000000003,0.31,0.0,0.05,0.84
2298,Metroid: Zero Mission,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84
2299,Xenoblade Chronicles X,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
2300,New Carnival Games,Misc,Take-Two Interactive,0.51,0.26,0.0,0.07,0.84
2301,Rocket Power: Team Rocket Rescue,Sports,THQ,0.47,0.32,0.0,0.05,0.84
2302,Petz Dogz Fashion,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84
2303,Sly Cooper: Thieves in Time,Platform,Sony Computer Entertainment Europe,0.51,0.19,0.0,0.13,0.8300000000000001
2304,J Stars Victory Vs.,Fighting,Namco Bandai Games,0.11000000000000001,0.27,0.37,0.08,0.8300000000000001
2305,Spider-Man: Edge of Time,Action,Activision,0.57,0.18000000000000002,0.0,0.08,0.8300000000000001
2306,Planet 51,Action,Sega,0.53,0.22,0.0,0.09,0.8300000000000001
2307,Pinball Hall of Fame: The Gottlieb Collection,Misc,Play It,0.59,0.16,0.0,0.07,0.8300000000000001
2308,Robert Ludlum's The Bourne Conspiracy,Action,Vivendi Games,0.44,0.28,0.0,0.1,0.8300000000000001
2309,Disney's Extreme Skate Adventure,Sports,Activision,0.53,0.24,0.0,0.05,0.8300000000000001
2310,Sly 3: Honor Among Thieves,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
2311,Battle of Giants: Dinosaurs,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83
2312,Yu-Gi-Oh! Dark Duel Stories,Misc,Konami Digital Entertainment,0.0,0.0,0.83,0.0,0.83
2313,Ace Combat 3: Electrosphere,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83
2314,Army Men: Sarge's Heroes 2,Shooter,3DO,0.5700000000000001,0.23,0.0,0.04,0.83
2315,FIFA Soccer World Championship,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.83
2316,The Game of Life,Misc,Unknown,0.46,0.31,0.0,0.05,0.83
2317,SimCity Creator,Simulation,Electronic Arts,0.6699999999999999,0.06,0.04,0.07,0.83
2318,Brute Force,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
2319,MediEvil,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.83
2320,Lizzie McGuire 2: Lizzie Diaries,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83
2321,Dynasty Warriors 2,Action,THQ,0.24,0.19,0.34,0.06,0.83
2322,Dance Central 3,Misc,Microsoft Game Studios,0.57,0.2,0.0,0.06,0.83
2323,2002 FIFA World Cup,Sports,Electronic Arts,0.39,0.22,0.16,0.06999999999999999,0.83
2324,Godzilla: Destroy All Monsters Melee,Fighting,Atari,0.64,0.17,0.0,0.02,0.83
2325,Mega Man Legends,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83
2326,I Spy: Fun House,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
2327,Cabela's Dangerous Hunts 2009,Sports,Activision Value,0.69,0.07,0.0,0.07,0.8200000000000001
2328,Monopoly Party,Misc,Infogrames,0.49,0.26,0.0,0.06999999999999999,0.8200000000000001
2329,Fist of the North Star: Ken's Rage,Action,Ubisoft Annecy,0.13,0.05,0.6100000000000001,0.03,0.8200000000000001
2330,X-Men Origins: Wolverine,Action,Activision,0.6,0.1,0.0,0.12,0.8200000000000001
2331,Ford Racing Off Road,Racing,Xplosiv,0.21000000000000002,0.56,0.0,0.06,0.8200000000000001
2332,Imagine: Rock Star,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82
2333,Tony Hawk's Underground 2 Remix,Sports,Activision,0.46,0.21,0.0,0.15,0.82
2334,SingStar Vol. 2,Misc,Sony Computer Entertainment,0.29,0.4,0.0,0.13,0.82
2335,Clu Clu Land,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82
2336,Amped: Freestyle Snowboarding,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82
2337,MediEvil: Resurrection,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82
2338,Twisted Metal (2012),Action,Sony Computer Entertainment,0.67,0.07,0.0,0.07,0.82
2339,Deca Sports 2,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82
2340,Custer's Revenge,Action,Mystique,0.76,0.05,0.0,0.01,0.82
2341,Enemy Territory: Quake Wars,Shooter,Activision,0.54,0.18,0.0,0.08,0.82
2342,Shin Megami Tensei: Persona 4,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
2343,Killer Instinct Gold,Fighting,Nintendo,0.61,0.19,0.0,0.01,0.82
2344,The Next Tetris,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81
2345,Valkyrie Profile,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
2346,EA Sports Active NFL Training Camp,Sports,Electronic Arts,0.77,0.0,0.0,0.05,0.81
2347,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.81
2348,NCAA March Madness 2005,Sports,Electronic Arts,0.65,0.08,0.0,0.08,0.81
2349,Tales of Destiny II,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2350,Patapon,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2351,Kamaitachi no Yoru,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
2352,Disney's The Little Mermaid: Ariel's Undersea Adventure,Action,Disney Interactive Studios,0.73,0.03,0.0,0.06,0.81
2353,EarthBound,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
2354,Rayman Arena,Racing,Ubisoft,0.44999999999999996,0.27,0.0,0.08,0.81
2355,ESPN NBA Basketball,Sports,Sega,0.46,0.27,0.0,0.08,0.81
2356,Super Bomberman 2,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
2357,WipEout Pulse,Racing,Sony Computer Entertainment,0.13,0.27,0.0,0.39,0.81
2358,Professor Layton vs Phoenix Wright: Ace Attorney,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
2359,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05,0.81
2360,NASCAR 2011: The Game,Racing,Activision,0.76,0.0,0.0,0.05,0.81
2361,The Punisher,Action,THQ,0.47,0.26,0.0,0.08,0.81
2362,Mega Man,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
2363,The Legend of Zelda: Four Swords Adventures,Action,Nintendo,0.63,0.16,0.0,0.02,0.81
2364,Mat Hoffman's Pro BMX,Sports,Activision,0.49,0.27,0.0,0.04,0.81
2365,Street Fighter Anniversary Collection,Fighting,Capcom,0.43,0.28,0.0,0.09,0.81
2366,Worms: Open Warfare 2,Strategy,THQ,0.11000000000000001,0.51,0.0,0.18000000000000002,0.81
2367,SplashDown,Racing,Atari,0.43000000000000005,0.29000000000000004,0.0,0.09,0.8099999999999999
2368,One Piece: Pirate Warriors 2,Action,Namco Bandai Games,0.0,0.2,0.54,0.07,0.8099999999999999
2369,Tom Clancy's Rainbow Six: Lockdown,Shooter,Ubisoft,0.47000000000000003,0.27,0.0,0.060000000000000005,0.8099999999999999
2370,Final Fantasy Anthology,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8
2371,Moto Racer,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
2372,ABBA: You Can Dance,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.8
2373,Monster Jam: Maximum Destruction,Racing,Ubisoft,0.43,0.29,0.0,0.08,0.8
2374,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
2375,Star Wars Rogue Squadron III: Rebel Strike,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
2376,Batman: Arkham Origins Blackgate,Action,Warner Bros. Interactive Entertainment,0.36,0.29000000000000004,0.0,0.15,0.8
2377,Rock Band 4,Misc,Harmonix Music Systems,0.6,0.09,0.0,0.11000000000000001,0.8
2378,Murdered: Soul Suspect,Action,Square Enix,0.28,0.38,0.04,0.1,0.8
2379,Peppa Pig: Fun and Games,Misc,Ubisoft,0.0,0.7,0.0,0.11,0.8
2380,NBA Showtime: NBA on NBC,Sports,Midway Games,0.54,0.22999999999999998,0.0,0.04,0.8
2381,Silent Hill: Downpour,Action,Konami Digital Entertainment,0.43,0.24,0.04,0.09,0.8
2382,The Matrix: Path of Neo,Action,Atari,0.64,0.08,0.0,0.08,0.8
2383,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Racing,Sega,0.37,0.35,0.0,0.07,0.8
2384,MadWorld,Action,Sega,0.46,0.25,0.02,0.07,0.8
2385,Capcom's Soccer Shootout,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8
2386,Delta Force: Black Hawk Down,Shooter,NovaLogic,0.47,0.24000000000000002,0.0,0.06999999999999999,0.8
2387,Super Robot Taisen α,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8
2388,Catz,Simulation,Ubisoft,0.6699999999999999,0.08,0.0,0.04,0.8
2389,"Ed, Edd n Eddy: The Mis-Edventures",Platform,Midway Games,0.63,0.1,0.0,0.06999999999999999,0.7999999999999999
2390,Too Human,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2391,Pac-Man Fever,Misc,Sony Computer Entertainment,0.45999999999999996,0.26,0.0,0.08,0.79
2392,Metro 2033,Shooter,THQ,0.22,0.43,0.03,0.1,0.79
2393,Alien,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79
2394,Motocross Mania,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79
2395,Ratchet & Clank Collection,Action,Sony Computer Entertainment,0.47,0.19,0.02,0.09999999999999999,0.79
2396,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2397,James Bond 007: Legends,Shooter,Activision,0.31,0.36000000000000004,0.0,0.11,0.79
2398,Armored Core 2,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79
2399,Sword Art Online: Lost Song,Role-Playing,Namco Bandai Games,0.16999999999999998,0.2,0.33,0.09,0.79
2400,Momotarou Dentetsu 7,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79
2401,Personal Trainer: Walking,Sports,Nintendo,0.22,0.32,0.17,0.07,0.79
2402,Harvest Moon: A Wonderful Life,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79
2403,Invizimals,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79
2404,Vin Diesel: Wheelman,Racing,Ubisoft,0.36,0.32,0.0,0.11,0.79
2405,Ghost Squad,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
2406,Star Ocean: The Last Hope,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2407,PokePark 2: Wonders Beyond,Action,Nintendo,0.27,0.2,0.27,0.05,0.79
2408,Dance Dance Revolution SuperNOVA 2,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
2409,Star Wars The Clone Wars: Jedi Alliance,Action,LucasArts,0.62,0.11,0.0,0.07,0.79
2410,Mega Man 5,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
2411,Bionicle,Action,Electronic Arts,0.48,0.24000000000000002,0.0,0.06999999999999999,0.79
2412,Major League Baseball Featuring Ken Griffey Jr,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79
2413,Drawn to Life,Action,THQ,0.71,0.02,0.0,0.06,0.79
2414,Oddworld: Munch's Oddysee,Platform,Atari,0.5800000000000001,0.18,0.0,0.03,0.79
2415,Crash: Twinsanity,Platform,Vivendi Games,0.43,0.28,0.0,0.09,0.79
2416,Rory McIlroy PGA Tour,Action,Electronic Arts,0.32999999999999996,0.32999999999999996,0.0,0.1,0.78
2417,Yars' Revenge,Shooter,Atari,0.73,0.04,0.0,0.01,0.78
2418,Secret Agent Barbie: Royal Jewels Mission,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78
2419,Eternal Sonata,Role-Playing,Atari,0.38,0.17,0.15000000000000002,0.08,0.78
2420,NBA ShootOut 98,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78
2421,Torneko no Daibouken: Fushigi no Dungeon,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78
2422,All-Star Baseball 2002,Sports,Acclaim Entertainment,0.44000000000000006,0.25,0.0,0.08,0.78
2423,Buzz! The Hollywood Quiz,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78
2424,My Little Pony: Pinkie Pie's Party,Adventure,THQ,0.72,0.0,0.0,0.06,0.78
2425,SingStar Take That,Misc,Sony Computer Entertainment,0.0,0.36,0.0,0.42000000000000004,0.78
2426,Dancing with the Stars: We Dance!,Misc,Activision,0.72,0.0,0.0,0.06,0.78
2427,Def Jam Icon,Action,Electronic Arts,0.45999999999999996,0.2,0.0,0.11,0.78
2428,NFL GameDay 2002,Sports,Sony Computer Entertainment,0.42000000000000004,0.3,0.0,0.08,0.78
2429,We Sing,Misc,Nordic Games,0.0,0.69,0.0,0.09,0.78
2430,Disney TH!NK Fast: The Ultimate Trivia Showdown,Misc,Disney Interactive Studios,0.45,0.22,0.01,0.08,0.78
2431,Super Robot Taisen F Kanketsuhen,Strategy,Banpresto,0.0,0.0,0.76,0.01,0.78
2432,Professor Layton and the Azran Legacy,Puzzle,Nintendo,0.0,0.48,0.25,0.06,0.78
2433,Terminator 3: Rise of the Machines,Action,Atari,0.43000000000000005,0.27,0.0,0.08,0.78
2434,God of War Saga,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.06,0.78
2435,Jr. Pac-Man,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78
2436,Lips,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78
2437,Dynasty Warriors,Action,Tecmo Koei,0.27,0.06999999999999999,0.41,0.04,0.78
2438,Night at the Museum: Battle of the Smithsonian,Action,Majesco Entertainment,0.36,0.33999999999999997,0.0,0.08,0.78
2439,Battle Stations,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78
2440,Metroid Prime Hunters,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78
2441,Puzzler World,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78
2442,Banjo-Kazooie: Nuts & Bolts,Platform,Microsoft Game Studios,0.32,0.36,0.0,0.09,0.78
2443,Disney Sing It: Family Hits,Misc,Disney Interactive Studios,0.5,0.22,0.0,0.07,0.78
2444,The 7th Guest,Adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78
2445,The Fairly Odd Parents: Breakin Da Rules,Platform,THQ,0.41000000000000003,0.27,0.0,0.09,0.78
2446,Star Wars Episode II: Attack of the Clones,Action,THQ,0.55,0.2,0.0,0.01,0.77
2447,Maximo: Ghosts to Glory,Platform,Capcom,0.38,0.29,0.0,0.1,0.77
2448,Cabela's Legendary Adventures,Sports,Activision,0.54,0.16,0.0,0.07,0.77
2449,NCAA March Madness 07,Sports,Electronic Arts,0.47000000000000003,0.22,0.0,0.09000000000000001,0.77
2450,Perfect Dark Zero,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2451,Freedom Wars,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
2452,American Idol,Misc,Codemasters,0.42000000000000004,0.27,0.0,0.07,0.77
2453,Caesars Palace 2000: Millennium Gold Edition,Misc,Interplay,0.43,0.29,0.0,0.05,0.77
2454,Backyard Wrestling: Don't Try This at Home,Fighting,Eidos Interactive,0.43,0.27,0.0,0.09,0.77
2455,Galaxian,Shooter,Atari,0.72,0.05,0.0,0.01,0.77
2456,Brothers In Arms: Earned in Blood,Shooter,Ubisoft,0.61,0.08,0.0,0.06999999999999999,0.77
2457,Dragon Warrior I&II,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77
2458,Disney Sing It: Party Hits,Misc,Disney Interactive Studios,0.6,0.12,0.0,0.060000000000000005,0.77
2459,Dynasty Warriors 8,Action,Tecmo Koei,0.21,0.16,0.34,0.060000000000000005,0.77
2460,My Baby Girl,Simulation,Nobilis,0.61,0.1,0.0,0.06,0.77
2461,Donkey Kong Country 3,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77
2462,Conker's Bad Fur Day,Platform,THQ,0.53,0.22,0.0,0.02,0.77
2463,Andretti Racing,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77
2464,Puzzle Quest: Challenge of the Warlords,Puzzle,D3Publisher,0.61,0.060000000000000005,0.03,0.06,0.77
2465,Unlimited Saga,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77
2466,Air Raid,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77
2467,Pokemon Dash,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77
2468,Skate it,Sports,Electronic Arts,0.65,0.06,0.0,0.060000000000000005,0.77
2469,Crystal Castles,Action,Atari,0.72,0.04,0.0,0.01,0.77
2470,Twisted Metal: Head On,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77
2471,That's So Raven,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76
2472,Total War: Rome II,Strategy,Sega,0.12,0.53,0.0,0.11,0.76
2473,Taiko no Tatsujin: Tatakon de Dodon ga Don,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76
2474,Genji: Days of the Blade,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2475,Mega Man Battle Network 6: Cybeast Falzar / Gregar,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
2476,DC Universe Online,Role-Playing,Sony Online Entertainment,0.51,0.18,0.0,0.08,0.76
2477,Syphon Filter: The Omega Strain,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76
2478,Bratz: Girlz Really Rock,Action,THQ,0.48,0.2,0.0,0.08,0.76
2479,Super Monkey Ball: Touch & Roll,Misc,Sega,0.7,0.01,0.0,0.06,0.76
2480,ISS Pro Evolution,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76
2481,Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing,Atlus,0.13,0.02,0.5900000000000001,0.02,0.76
2482,Disgaea 4: A Promise Unforgotten,Role-Playing,Nippon Ichi Software,0.31,0.15,0.22000000000000003,0.08,0.76
2483,Lunar: Silver Star Story Complete,Role-Playing,Kadokawa Shoten,0.27,0.18,0.27,0.04,0.76
2484,Fantastic Four: Rise of the Silver Surfer,Action,Take-Two Interactive,0.49,0.19,0.0,0.08,0.76
2485,Ace Attorney Investigations: Miles Edgeworth,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76
2486,NASCAR 08,Racing,Electronic Arts,0.53,0.14,0.0,0.08,0.76
2487,Harvest Moon: Animal Parade,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2488,Formula 1,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
2489,Raving Rabbids: Travel in Time,Adventure,Ubisoft,0.22,0.47,0.0,0.08,0.76
2490,Lords of the Fallen,Role-Playing,Square Enix,0.27,0.36,0.02,0.11,0.76
2491,Final Fantasy Legend III,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76
2492,Conflict: Vietnam,Shooter,SCi,0.43000000000000005,0.25,0.0,0.08,0.75
2493,Scooby-Doo! Unmasked,Platform,THQ,0.5,0.22,0.0,0.04,0.75
2494,Zone of the Enders,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2495,Monster Jam,Racing,Activision,0.59,0.09,0.0,0.07,0.75
2496,Coded Arms,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
2497,Teen Titans,Action,THQ,0.5,0.22000000000000003,0.0,0.04,0.75
2498,Robots,Action,Vivendi Games,0.49,0.2,0.0,0.060000000000000005,0.75
2499,Tearaway,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
2500,GRID 2,Racing,Codemasters,0.15000000000000002,0.46,0.01,0.13,0.75
2501,Bratz: The Movie,Simulation,THQ,0.48,0.19,0.0,0.08,0.75
2502,FIFA Street 2,Sports,Electronic Arts,0.43,0.23,0.02,0.07,0.75
2503,Street Fighter EX Plus Alpha,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2504,Rare Replay,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2505,Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2506,NBA 06,Sports,Sony Computer Entertainment,0.46,0.2,0.0,0.09000000000000001,0.75
2507,Tiger Woods PGA Tour 14,Sports,Electronic Arts,0.37,0.28,0.0,0.1,0.75
2508,Jaws Unleashed,Action,THQ,0.61,0.05,0.0,0.09,0.75
2509,Spectrobes,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
2510,Mega Man X5,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2511,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,Square Enix,0.25,0.12,0.32,0.04,0.74
2512,Hot Wheels Velocity X,Racing,THQ,0.44,0.24,0.0,0.06,0.74
2513,BloodRayne,Shooter,Universal Interactive,0.45,0.23,0.0,0.060000000000000005,0.74
2514,WarioWare: Twisted!,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74
2515,Jampack Summer 2001,Misc,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74
2516,Yu-Gi-Oh! Dungeon Dice Monsters,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2517,Mario & Luigi: Paper Jam,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2518,Tiger Woods PGA Tour 2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74
2519,Gex 3: Deep Cover Gecko,Platform,Eidos Interactive,0.47,0.24000000000000002,0.0,0.03,0.74
2520,Unreal Championship,Shooter,Atari,0.59,0.12,0.0,0.03,0.74
2521,EA Sports MMA,Fighting,Electronic Arts,0.39,0.25,0.01,0.09,0.74
2522,FIFA Soccer,Sports,Electronic Arts,0.28,0.34,0.02,0.09999999999999999,0.74
2523,Alone in the Dark,Adventure,Atari,0.26,0.41,0.0,0.08,0.74
2524,Namco Museum Remix,Misc,Atari,0.68,0.0,0.0,0.05,0.74
2525,Jet Moto 3,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
2526,Mortal Kombat: Unchained,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74
2527,Sword of Mana,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74
2528,Jump Ultimate Stars,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74
2529,Harvest Moon DS: Island of Happiness,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2530,Paws & Claws: Pet Vet,Simulation,THQ,0.69,0.0,0.0,0.060000000000000005,0.74
2531,Cool Boarders 2001,Sports,Sony Computer Entertainment,0.39,0.29000000000000004,0.0,0.07,0.74
2532,Secret Weapons Over Normandy,Simulation,LucasArts,0.43,0.22999999999999998,0.0,0.06999999999999999,0.73
2533,Classic NES Series: Donkey Kong,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73
2534,Imagine: Interior Designer,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73
2535,Just Dance Wii,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2536,NCAA March Madness 06,Sports,Electronic Arts,0.6,0.06,0.0,0.08,0.73
2537,Moshi Monsters: Moshlings Theme Park,Misc,Activision,0.16,0.5,0.0,0.08,0.73
2538,Legacy of Kain: Defiance,Action,Eidos Interactive,0.4,0.25,0.0,0.08,0.73
2539,Star Ocean: The Last Hope International,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73
2540,FIFA: Road to World Cup 98,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73
